Source,Date,Obsolescence Date,Business Name,Legal Name,Physical Address,Physical Address Number,Physical Pre Direction,Physical Address Name,Physical Address Suffix,Physical Post Direction,Physical City,Physical State,Physical ZIP,Physical ZIP 4,Key Executive Name,First Name,Middle Initial,Last Name,Title,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,Mailing Address,Mailing Address Number,Mailing Pre Direction,Mailing Address Name,Mailing Address Suffix,Mailing Post Direction,Mailing City,Mailing State,Mailing ZIP,Mailing ZIP 4,Phone,Fax,Toll-Free,County Name,County Population,Metro Area,Latitude,Longitude,EIN,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,SIC02,SIC02.Description,SIC03,SIC03.Description,SIC04,SIC04.Description,SIC05,SIC05.Description,SIC06,SIC06.Description,SIC07,SIC07.Description,SIC08,SIC08.Description,SIC09,SIC09.Description,SIC10,SIC10.Description,NAICS 1,NAICS 1 Description,NAICS 2,NAICS 2 Description,NAICS 3,NAICS 3 Description,NAICS 4,NAICS 4 Description,NAICS 5,NAICS 5 Description,NAICS 6,NAICS 6 Description,NAICS 7,NAICS 7 Description,NAICS 8,NAICS 8 Description,NAICS 9,NAICS 9 Description,NAICS 10,NAICS 10 Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Ticker Symbol,Stock Exchange,Fortune 1000 Ranking,Credit Score,2017 Revenue/Yr,2016 Revenue/Yr,2015 Revenue/Yr,2016 % Sales Growth,2015 % Sales Growth,2017 Employees,2016 Employees,2015 Employees,2016 % Employee Growth,2015 % Employee Growth,Executive First Name 1,Executive Last Name 1,Executive Title 1,Executive Gender 1,Executive Department 1,Executive First Name 2,Executive Last Name 2,Executive Title 2,Executive Gender 2,Executive Department 2,Executive First Name 3,Executive Last Name 3,Executive Title 3,Executive Gender 3,Executive Department 3,Executive First Name 4,Executive Last Name 4,Executive Title 4,Executive Gender 4,Executive Department 4,Executive First Name 5,Executive Last Name 5,Executive Title 5,Executive Gender 5,Executive Department 5,Executive First Name 6,Executive Last Name 6,Executive Title 6,Executive Gender 6,Executive Department 6,Executive First Name 7,Executive Last Name 7,Executive Title 7,Executive Gender 7,Executive Department 7,Executive First Name 8,Executive Last Name 8,Executive Title 8,Executive Gender 8,Executive Department 8,Executive First Name 9,Executive Last Name 9,Executive Title 9,Executive Gender 9,Executive Department 9,Executive First Name 10,Executive Last Name 10,Executive Title 10,Executive Gender 10,Executive Department 10,Executive First Name 11,Executive Last Name 11,Executive Title 11,Executive Gender 11,Executive Department 11,Executive First Name 12,Executive Last Name 12,Executive Title 12,Executive Gender 12,Executive Department 12,Executive First Name 13,Executive Last Name 13,Executive Title 13,Executive Gender 13,Executive Department 13,Executive First Name 14,Executive Last Name 14,Executive Title 14,Executive Gender 14,Executive Department 14,Executive First Name 15,Executive Last Name 15,Executive Title 15,Executive Gender 15,Executive Department 15,Executive First Name 16,Executive Last Name 16,Executive Title 16,Executive Gender 16,Executive Department 16,Executive First Name 17,Executive Last Name 17,Executive Title 17,Executive Gender 17,Executive Department 17,Executive First Name 18,Executive Last Name 18,Executive Title 18,Executive Gender 18,Executive Department 18,Executive First Name 19,Executive Last Name 19,Executive Title 19,Executive Gender 19,Executive Department 19,Executive First Name 20,Executive Last Name 20,Executive Title 20,Executive Gender 20,Executive Department 20,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,AtoZ ID,Home Based Business,Franchise Type,Holding Parent Name,Source 
AtoZDatabases,2/20/2020,8/20/2020,AGORA Ministries,,1807 San Fernando St,1807,,San Fernan,St,,San Antonio,TX,78207,4819, ,,,,,,13,,"$863,909 ",1807 San Fernando St,1807,,San Fernan,St,,San Antonio,TX,78207,4819,(210) 247-8494,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.421242,-98.520105,,Missions,,,No,8322061,Missions,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",www.agoraministries.com,No,,,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Fred Z Hernandez Jr LPC,,2300 W Commerce St Ste 107,2300,W,Commerce,St,,San Antonio,TX,78207,3841, ,,,,,,9,,"$598,091 ",2300 W Commerce St Ste 107,2300,W,Commerce,St,,San Antonio,TX,78207,3841,(210) 227-2707,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.427349,-98.520621,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,8322003,Marriage & Family Counseling Services,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,10 to 24,Private,Yes,"1,000 to 4,999",,No,,,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Elderly & Disabled Service Division,,2300 W Commerce St Ste 203,2300,W,Commerce,St,,San Antonio,TX,78207,3840, ,,,,,,27,,N/A,2300 W Commerce St Ste 203,2300,W,Commerce,St,,San Antonio,TX,78207,3840,(210) 207-7172,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.427349,-98.520621,,Senior Citizens Services,,,No,8322056,Senior Citizens Services,9441001,Government Social & Human Resources Offices,9441007,City Government Social & Human Resources Offices,,,,,,,,,,,,,,,624190,Other Individual and Family Services,923130,Administration of Human Resource Programs,,,,,,,,,,,,,,,,,No,25 to 99,Private,No,"5,000 to 9,999",www.sanantonio.gov,No,,,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$25,000 to $99,999",,"$20,000 to $49,999",,"$25,000 to $99,999","$25,000 to $99,999","$25,000 to $99,999","$10,000 to $24,999","$20,000 to $49,999",1.11326E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,United Counseling Center,,2300 W Commerce St Ste 214,2300,W,Commerce,St,,San Antonio,TX,78207,3855,Michael Gaovan,Michael,,Gaovan,Manager,Male,2,,"$132,909 ",2300 W Commerce St Ste 214,2300,W,Commerce,St,,San Antonio,TX,78207,3855,(210) 229-1933,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.427349,-98.520621,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,Yes,Up to 999,,No,,,,,0,132909,66455,199364,100,-66.67,2,1,3,100,-66.67,Michael,Gaovan,Manager,Male,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$1,000 to $2,499",,"Up to $2,499",,"$2,000 to $4,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11326E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,DKI Restoring Company,,240 Sherwood Dr,240,,Sherwood,Dr,,San Antonio,TX,78201,2817,John Mackenzie,John,,Mackenzie,Owner,Male,19,35,"$1,262,637 ",240 Sherwood Dr,240,,Sherwood,Dr,,San Antonio,TX,78201,2817,(210) 732-7319,(210) 736-2930,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.48276,-98.532338,,Emergency Disaster Restoration Services,Branch,,No,8322113,Emergency Disaster Restoration Services,1521002,"House Improvement, Remodeling, & Repairing Services",1521013,Residential Water Damage Restoration,,,,,,,,,,,,,,,624190,Other Individual and Family Services,236118,Residential Remodelers,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",www.dkiservices.com,No,1983,,,,0,1262637,1063273,731000,18.75,45.45,19,16,11,18.75,45.45,John,Mackenzie,Owner,Male,Administration,Josh,Bachman,Executive Officer,Male,Marketing & Advertising,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$7,500 to $19,999",1.11326E+13,No,True Franchise,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Assistance League of San Antonio,Assistance League San Antonio,2611 West Ave Ste 101,2611,,West,Ave,,San Antonio,TX,78201,2249,Ruth Heller,Ruth,,Heller,President,Female,200,,N/A,PO Box 13130,13130,,PO Box,,,San Antonio,TX,78213,130,(210) 732-1200,(210) 732-1548,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.484807,-98.526322,,Thrift Shops,,,No,5932036,Thrift Shops,8322072,Community Services,8399039,Non-Profit Organizations,,,,,,,,,,,,,,,453310,Used Merchandise Stores,624190,Other Individual and Family Services,813319,Other Social Advocacy Organizations,,,,,,,,,,,,,,,Yes,100 to 499,Private,No,"50,000 or more",www.assistanceleague.org,No,1987,,,,0,0,0,0,0,0,,,,0,0,Ruth,Heller,President,Female,Administration,Shelia,Klein,President,Female,Administration,Kay,Murrel,President,Female,Administration,Diane,Branche,President,Female,Administration,Marcia,Lehman,President,Female,Administration,Jo,Herbold,Executive Officer,Female,Administration,Lee,Bartels,Executive Officer,Male,Administration,Denise,Foust,Executive Officer,Female,Administration,Wanda,Edlund,Manager,Female,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$100,000 or more",,"$100,000 or more",,"$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Healthy Women's Center,,2614 W Commerce St,2614,W,Commerce,St,,San Antonio,TX,78207,3765,Liza Gonzales,Liza,,Gonzales,Manager,Female,3,"57,705","$550,570 ",2614 W Commerce St,2614,W,Commerce,St,,San Antonio,TX,78207,3765,(210) 227-2323,(210) 299-5284,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.427659,-98.5239706,,Medical & Health Clinics & Offices,Branch,,No,8011005,Medical & Health Clinics & Offices,8011001,Physicians & Surgeons,8049001,Health Practitioners,8322002,Counselors & Counseling Services,8322111,Pregnancy Counseling Services,,,,,,,,,,,621111,Offices of Physicians (except Mental Health Specialists),621399,Offices of All Other Miscellaneous Health Practitioners,624190,Other Individual and Family Services,,,,,,,,,,,,,,,No,5 to 9,Public,Yes,Up to 999,www.healthywomanpa.com,No,2011,,,,0,0,0,0,0,0,,,,0,0,Liza,Gonzales,Manager,Female,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$1,000 to $2,499",,"$2,500 to $7,499",,"$2,000 to $4,999","$2,500 to $4,999","$2,500 to $4,999","Up to $1,999","$2,500 to $7,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Salvation Army Family Store,Salvation Army Thrift Store,2711 West Ave,2711,,West,Ave,,San Antonio,TX,78201,2239,Natasha Williams,Natasha,,Williams,Office Manager,Female,8,"69,544",N/A,2711 West Ave,2711,,West,Ave,,San Antonio,TX,78201,2239,(210) 342-4731,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.485238,-98.52647,,Thrift Shops,Branch,,No,5932036,Thrift Shops,5932001,Used Merchandise Stores,8661001,Religious Organizations & Institutions,8322001,Individual & Family Social Services,,,,,,,,,,,,,453310,Used Merchandise Stores,813110,Religious Organizations,624190,Other Individual and Family Services,,,,,,,,,,,,,,,No,5 to 9,Private,No,"1,000 to 4,999",www.salvationarmyusa.org,No,2010,,,,0,575127,718909,575127,-20,25,8,10,8,-20,25,Natasha,Williams,Office Manager,Female,Administration,Ray,Andrews,Manager,Male,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$2,500 to $7,499",,"$2,000 to $4,999","$10,000 to $24,999","$10,000 to $24,999","$2,000 to $4,999","$7,500 to $19,999",1.11326E+13,No,Chain Location,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Renewed Families Child Custody Services Inc,,2903 W Salinas St,2903,W,Salinas,St,,San Antonio,TX,78207,2858, ,,,,,,7,,"$1,329,935 ",2903 W Salinas St,2903,W,Salinas,St,,San Antonio,TX,78207,2858,(210) 590-2551,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.43102952,-98.52546323,,Law Firms,,,No,8111003,Law Firms,8111001,Attorneys,8322106,Child Support Collections,8111007,Divorce & Family Law,,,,,,,,,,,,,541110,Offices of Lawyers,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,No,10 to 24,Private,Yes,"1,000 to 4,999",www.renewedfamilies.org,No,2015,,,,0,1329935,1329935,1329935,0,0,7,7,7,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$2,500 to $4,999",,"$7,500 to $19,999",,"$5,000 to $9,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$2,500 to $7,499",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Avance,,301 S Frio St,301,S,Frio,St,,San Antonio,TX,78207,4421,Jose Medellin,Jose,,Medellin,Manager,Unknown,22,,N/A,301 S Frio St,301,S,Frio,St,,San Antonio,TX,78207,4421,(210) 270-4630,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4247059,-98.5049561,,Social Services & Welfare Organizations,,,No,8322064,Social Services & Welfare Organizations,8399039,Non-Profit Organizations,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,813319,Other Social Advocacy Organizations,,,,,,,,,,,,,,,,,Yes,25 to 99,Private,No,"1,000 to 4,999",www.avance.org,No,1973,,,,0,0,0,0,0,0,,,,0,0,Jose,Medellin,Manager,Unknown,Administration,Hemanth,Bathina,Other Contacts,Unknown,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$20,000 to $49,999",,"$10,000 to $24,999","$25,000 to $99,999","$10,000 to $24,999","$10,000 to $24,999","$20,000 to $49,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Michael Busch,,3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,Michael Busch,Michael,,Busch,Educator,Male,1,,"$66,455 ",3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,(210) 299-8139,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.45781,-98.514907,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,2012,,,,0,0,0,0,0,0,,,,0,0,Michael,Busch,Educator,Male,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Manijeh Simmons,,3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,Manijeh Simmons,Manijeh,,Simmons,Educator,Female,1,,"$66,455 ",3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.45781,-98.514907,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Manijeh,Simmons,Educator,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Andrew T MC Phaul,,3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,Andrew McPhaul,Andrew,T,McPhaul,Educator,Male,1,,"$66,455 ",3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.45781,-98.514907,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Andrew,McPhaul,Educator,Male,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Amanda Tinsley-Mathia,,3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,Amanda Tinsley-Mathia,Amanda,,Tinsley-Mathia,Educator,Female,1,,"$66,455 ",3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.45781,-98.514907,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Amanda,Tinsley-Mathia,Educator,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Maryann Canales,,3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,Maryann Canales,Maryann,,Canales,Educator,Female,1,,"$66,455 ",3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.45781,-98.514907,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Maryann,Canales,Educator,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Jill E Teague,,3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,Jill Teague,Jill,,Teague,Educator,Female,1,,"$66,455 ",3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.45781,-98.514907,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Jill,Teague,Educator,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Virgina Charles,,3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,Virgina Charles,Virgina,,Charles,Educator,Female,1,,"$66,455 ",3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.45781,-98.514907,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Virgina,Charles,Educator,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Frankie Lindsey,,3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,Frankie Lindsey,Frankie,,Lindsey,Educator,Unknown,1,,"$66,455 ",3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.45781,-98.514907,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Frankie,Lindsey,Educator,Unknown,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Diana S Medina,,3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,Diana Medina,Diana,,Medina,Educator,Female,1,,"$66,455 ",3031 W Interstate 10,3031,W,Interstate,,,San Antonio,TX,78201,5159,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.45781,-98.514907,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Diana,Medina,Educator,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
