County	CountyCode	Year	YearCode	Deaths	Population	CrudeRate
"Lebanon County, PA"	42075	2005	2005	11	1581	6.96
"Lebanon County, PA"	42075	2006	2006	11	1606	6.85
"Lebanon County, PA"	42075	2007	2007	13	1709	7.61
"Lebanon County, PA"	42075	2008	2008	21	1652	12.71
"Lebanon County, PA"	42075	2009	2009	.	.	.
"Lebanon County, PA"	42075	2010	2010	.	.	.
"Lebanon County, PA"	42075	2011	2011	.	.	.
"Lebanon County, PA"	42075	2012	2012	12	1652	7.26
"Lehigh County, PA"	42077	1999	1999	26	3774	6.89
"Lehigh County, PA"	42077	2000	2000	29	3780	7.67
"Lehigh County, PA"	42077	2001	2001	39	3704	10.53
"Lehigh County, PA"	42077	2002	2002	28	3961	7.07
"Lehigh County, PA"	42077	2003	2003	28	3890	7.2
"Lehigh County, PA"	42077	2004	2004	15	4100	3.66
"Lehigh County, PA"	42077	2005	2005	25	4125	6.06
"Lehigh County, PA"	42077	2006	2006	28	4312	6.49
"Lehigh County, PA"	42077	2007	2007	44	4478	9.83
"Lehigh County, PA"	42077	2008	2008	35	4319	8.1
"Lehigh County, PA"	42077	2009	2009	41	4261	9.62
"Lehigh County, PA"	42077	2010	2010	21	4162	5.05
"Lehigh County, PA"	42077	2011	2011	27	4095	6.59
"Lehigh County, PA"	42077	2012	2012	26	4112	6.32
"Luzerne County, PA"	42079	1999	1999	20	3029	6.6
"Luzerne County, PA"	42079	2000	2000	20	3012	6.64
"Luzerne County, PA"	42079	2001	2001	15	2936	5.11
"Luzerne County, PA"	42079	2002	2002	18	2997	6.01
"Luzerne County, PA"	42079	2003	2003	33	3066	10.76
"Luzerne County, PA"	42079	2004	2004	14	3128	4.48
"Luzerne County, PA"	42079	2005	2005	25	3135	7.97
"Luzerne County, PA"	42079	2006	2006	30	3191	9.4
"Luzerne County, PA"	42079	2007	2007	19	3308	5.74
"Luzerne County, PA"	42079	2008	2008	23	3198	7.19
"Luzerne County, PA"	42079	2009	2009	17	3156	5.39
"Luzerne County, PA"	42079	2010	2010	22	3184	6.91
"Luzerne County, PA"	42079	2011	2011	19	3154	6.02
"Luzerne County, PA"	42079	2012	2012	34	3121	10.89
"Lycoming County, PA"	42081	1999	1999	.	.	.
"Lycoming County, PA"	42081	2000	2000	.	.	.
"Lycoming County, PA"	42081	2001	2001	15	1291	11.62
"Lycoming County, PA"	42081	2002	2002	10	1270	7.87
"Lycoming County, PA"	42081	2003	2003	11	1356	8.11
"Lycoming County, PA"	42081	2004	2004	.	.	.
"Lycoming County, PA"	42081	2005	2005	.	.	.
"Lycoming County, PA"	42081	2006	2006	.	.	.
"Lycoming County, PA"	42081	2007	2007	12	1303	9.21
"Lycoming County, PA"	42081	2008	2008	.	.	.
"Lycoming County, PA"	42081	2009	2009	11	1234	8.91
"Lycoming County, PA"	42081	2010	2010	11	1217	9.04
"Lycoming County, PA"	42081	2011	2011	.	.	.
"Lycoming County, PA"	42081	2012	2012	11	1313	8.38
"Mc Kean County, PA"	42083	1999	1999	.	.	.
"Mc Kean County, PA"	42083	2000	2000	.	.	.
"Mc Kean County, PA"	42083	2001	2001	.	.	.
"Mc Kean County, PA"	42083	2002	2002	.	.	.
"Mc Kean County, PA"	42083	2003	2003	.	.	.
"Mc Kean County, PA"	42083	2004	2004	.	.	.
"Mc Kean County, PA"	42083	2005	2005	.	.	.
"Mc Kean County, PA"	42083	2006	2006	.	.	.
"Mc Kean County, PA"	42083	2007	2007	.	.	.
"Mc Kean County, PA"	42083	2008	2008	.	.	.
"Mc Kean County, PA"	42083	2009	2009	.	.	.
"Mc Kean County, PA"	42083	2010	2010	.	.	.
"Mc Kean County, PA"	42083	2011	2011	.	.	.
"Mc Kean County, PA"	42083	2012	2012	.	.	.
"Mercer County, PA"	42085	1999	1999	.	.	.
"Mercer County, PA"	42085	2000	2000	15	1338	11.21
"Mercer County, PA"	42085	2001	2001	13	1349	9.64
"Mercer County, PA"	42085	2002	2002	13	1227	10.59
"Mercer County, PA"	42085	2003	2003	10	1289	7.76
"Mercer County, PA"	42085	2004	2004	13	1280	10.16
"Mercer County, PA"	42085	2005	2005	11	1218	9.03
"Mercer County, PA"	42085	2006	2006	.	.	.
"Mercer County, PA"	42085	2007	2007	.	.	.
"Mercer County, PA"	42085	2008	2008	.	.	.
"Mercer County, PA"	42085	2009	2009	.	.	.
"Mercer County, PA"	42085	2010	2010	.	.	.
"Mercer County, PA"	42085	2011	2011	.	.	.
"Mercer County, PA"	42085	2012	2012	10	1149	8.7
"Mifflin County, PA"	42087	1999	1999	.	.	.
"Mifflin County, PA"	42087	2000	2000	.	.	.
"Mifflin County, PA"	42087	2001	2001	.	.	.
"Mifflin County, PA"	42087	2002	2002	10	600	16.67
"Mifflin County, PA"	42087	2003	2003	.	.	.
"Mifflin County, PA"	42087	2004	2004	.	.	.
"Mifflin County, PA"	42087	2005	2005	.	.	.
"Mifflin County, PA"	42087	2006	2006	.	.	.
"Mifflin County, PA"	42087	2007	2007	.	.	.
"Mifflin County, PA"	42087	2008	2008	.	.	.
"Mifflin County, PA"	42087	2009	2009	.	.	.
"Mifflin County, PA"	42087	2010	2010	.	.	.
"Mifflin County, PA"	42087	2011	2011	.	.	.
"Mifflin County, PA"	42087	2012	2012	.	.	.
"Monroe County, PA"	42089	1999	1999	10	1373	7.28
"Monroe County, PA"	42089	2000	2000	.	.	.
"Monroe County, PA"	42089	2001	2001	10	1562	6.4
"Monroe County, PA"	42089	2002	2002	14	1539	9.1
"Monroe County, PA"	42089	2003	2003	18	1569	11.47
"Monroe County, PA"	42089	2004	2004	17	1590	10.69
"Monroe County, PA"	42089	2005	2005	.	.	.
"Monroe County, PA"	42089	2006	2006	.	.	.
"Monroe County, PA"	42089	2007	2007	10	1583	6.32
"Monroe County, PA"	42089	2008	2008	.	.	.
"Monroe County, PA"	42089	2009	2009	.	.	.
"Monroe County, PA"	42089	2010	2010	12	1521	7.89
"Monroe County, PA"	42089	2011	2011	.	.	.
"Monroe County, PA"	42089	2012	2012	14	1427	9.81
"Montgomery County, PA"	42091	1999	1999	57	9207	6.19
"Montgomery County, PA"	42091	2000	2000	55	9573	5.75
"Montgomery County, PA"	42091	2001	2001	50	9483	5.27
"Montgomery County, PA"	42091	2002	2002	47	9396	5
"Montgomery County, PA"	42091	2003	2003	60	9797	6.12
"Montgomery County, PA"	42091	2004	2004	57	9587	5.95
"Montgomery County, PA"	42091	2005	2005	62	9391	6.6
"Montgomery County, PA"	42091	2006	2006	52	9627	5.4
"Montgomery County, PA"	42091	2007	2007	46	9329	4.93
"Montgomery County, PA"	42091	2008	2008	49	9530	5.14
"Montgomery County, PA"	42091	2009	2009	48	9307	5.16
"Montgomery County, PA"	42091	2010	2010	48	9129	5.26
"Montgomery County, PA"	42091	2011	2011	43	9065	4.74
"Montgomery County, PA"	42091	2012	2012	43	8930	4.82
"Montour County, PA"	42093	1999	1999	.	.	.
"Montour County, PA"	42093	2000	2000	.	.	.
"Montour County, PA"	42093	2001	2001	.	.	.
"Montour County, PA"	42093	2002	2002	.	.	.
"Montour County, PA"	42093	2003	2003	.	.	.
"Montour County, PA"	42093	2004	2004	.	.	.
"Montour County, PA"	42093	2005	2005	.	.	.
"Montour County, PA"	42093	2006	2006	.	.	.
"Montour County, PA"	42093	2007	2007	.	.	.
"Montour County, PA"	42093	2008	2008	.	.	.
"Montour County, PA"	42093	2009	2009	.	.	.
"Montour County, PA"	42093	2010	2010	.	.	.
"Montour County, PA"	42093	2011	2011	.	.	.
"Montour County, PA"	42093	2012	2012	.	.	.
"Northampton County, PA"	42095	1999	1999	15	2842	5.28
"Northampton County, PA"	42095	2000	2000	13	2866	4.54
"Northampton County, PA"	42095	2001	2001	20	2949	6.78
"Northampton County, PA"	42095	2002	2002	17	2896	5.87
"Northampton County, PA"	42095	2003	2003	12	3160	3.8
"Northampton County, PA"	42095	2004	2004	17	3234	5.26
"Northampton County, PA"	42095	2005	2005	15	3051	4.92
"Northampton County, PA"	42095	2006	2006	28	3275	8.55
"Northampton County, PA"	42095	2007	2007	21	3338	6.29
"Northampton County, PA"	42095	2008	2008	14	3195	4.38
"Northampton County, PA"	42095	2009	2009	20	3051	6.56
"Northampton County, PA"	42095	2010	2010	21	3027	6.94
"Northampton County, PA"	42095	2011	2011	20	2957	6.76
"Northampton County, PA"	42095	2012	2012	21	3062	6.86
"Northumberland County, PA"	42097	1999	1999	.	.	.
"Northumberland County, PA"	42097	2000	2000	.	.	.
"Northumberland County, PA"	42097	2001	2001	13	1044	12.45
"Northumberland County, PA"	42097	2002	2002	.	.	.
"Northumberland County, PA"	42097	2003	2003	.	.	.
"Northumberland County, PA"	42097	2004	2004	.	.	.
"Northumberland County, PA"	42097	2005	2005	.	.	.
"Northumberland County, PA"	42097	2006	2006	.	.	.
"Northumberland County, PA"	42097	2007	2007	.	.	.
"Northumberland County, PA"	42097	2008	2008	.	.	.
"Northumberland County, PA"	42097	2009	2009	.	.	.
"Northumberland County, PA"	42097	2010	2010	.	.	.
"Northumberland County, PA"	42097	2011	2011	.	.	.
"Northumberland County, PA"	42097	2012	2012	.	.	.
"Perry County, PA"	42099	1999	1999	.	.	.
"Perry County, PA"	42099	2000	2000	.	.	.
"Perry County, PA"	42099	2001	2001	.	.	.
"Perry County, PA"	42099	2002	2002	.	.	.
"Perry County, PA"	42099	2003	2003	.	.	.
"Perry County, PA"	42099	2004	2004	.	.	.
"Perry County, PA"	42099	2005	2005	.	.	.
"Perry County, PA"	42099	2006	2006	.	.	.
"Perry County, PA"	42099	2007	2007	.	.	.
"Perry County, PA"	42099	2008	2008	.	.	.
"Perry County, PA"	42099	2009	2009	.	.	.
"Perry County, PA"	42099	2010	2010	.	.	.
"Perry County, PA"	42099	2011	2011	.	.	.
"Perry County, PA"	42099	2012	2012	.	.	.
"Philadelphia County, PA"	42101	1999	1999	264	21718	12.16
"Philadelphia County, PA"	42101	2000	2000	230	21895	10.5
"Philadelphia County, PA"	42101	2001	2001	223	21209	10.51
"Philadelphia County, PA"	42101	2002	2002	229	21475	10.66
"Philadelphia County, PA"	42101	2003	2003	236	22169	10.65
"Philadelphia County, PA"	42101	2004	2004	244	21821	11.18
"Philadelphia County, PA"	42101	2005	2005	264	22170	11.91
"Philadelphia County, PA"	42101	2006	2006	281	23008	12.21
"Philadelphia County, PA"	42101	2007	2007	290	23615	12.28
"Philadelphia County, PA"	42101	2008	2008	255	23797	10.72
"Philadelphia County, PA"	42101	2009	2009	262	23621	11.09
"Philadelphia County, PA"	42101	2010	2010	243	23203	10.47
"Philadelphia County, PA"	42101	2011	2011	220	23256	9.46
"Philadelphia County, PA"	42101	2012	2012	234	23335	10.03
"Pike County, PA"	42103	1999	1999	.	.	.
"Pike County, PA"	42103	2000	2000	.	.	.
"Pike County, PA"	42103	2001	2001	.	.	.
"Pike County, PA"	42103	2002	2002	.	.	.
"Pike County, PA"	42103	2003	2003	.	.	.
"Pike County, PA"	42103	2004	2004	.	.	.
"Pike County, PA"	42103	2005	2005	.	.	.
"Pike County, PA"	42103	2006	2006	.	.	.
"Pike County, PA"	42103	2007	2007	.	.	.
"Pike County, PA"	42103	2008	2008	.	.	.
"Pike County, PA"	42103	2009	2009	.	.	.
"Pike County, PA"	42103	2010	2010	.	.	.
"Pike County, PA"	42103	2011	2011	.	.	.
"Pike County, PA"	42103	2012	2012	.	.	.
"Potter County, PA"	42105	1999	1999	.	.	.
"Potter County, PA"	42105	2000	2000	.	.	.
"Potter County, PA"	42105	2001	2001	.	.	.
"Potter County, PA"	42105	2002	2002	.	.	.
"Potter County, PA"	42105	2003	2003	.	.	.
"Potter County, PA"	42105	2004	2004	.	.	.
"Potter County, PA"	42105	2005	2005	.	.	.
"Potter County, PA"	42105	2006	2006	.	.	.
"Potter County, PA"	42105	2007	2007	.	.	.
"Potter County, PA"	42105	2008	2008	.	.	.
"Potter County, PA"	42105	2009	2009	.	.	.
"Potter County, PA"	42105	2010	2010	.	.	.
"Potter County, PA"	42105	2011	2011	.	.	.
"Potter County, PA"	42105	2012	2012	.	.	.
"Schuylkill County, PA"	42107	1999	1999	11	1429	7.7
"Schuylkill County, PA"	42107	2000	2000	11	1437	7.65
"Schuylkill County, PA"	42107	2001	2001	.	.	.
"Schuylkill County, PA"	42107	2002	2002	.	.	.
"Schuylkill County, PA"	42107	2003	2003	10	1446	6.92
"Schuylkill County, PA"	42107	2004	2004	.	.	.
"Schuylkill County, PA"	42107	2005	2005	11	1532	7.18
"Schuylkill County, PA"	42107	2006	2006	.	.	.
"Schuylkill County, PA"	42107	2007	2007	10	1482	6.75
"Schuylkill County, PA"	42107	2008	2008	.	.	.
"Schuylkill County, PA"	42107	2009	2009	10	1441	6.94
"Schuylkill County, PA"	42107	2010	2010	.	.	.
"Schuylkill County, PA"	42107	2011	2011	.	.	.
"Schuylkill County, PA"	42107	2012	2012	15	1350	11.11
"Snyder County, PA"	42109	1999	1999	.	.	.
"Snyder County, PA"	42109	2000	2000	.	.	.
"Snyder County, PA"	42109	2001	2001	.	.	.
"Snyder County, PA"	42109	2002	2002	.	.	.
"Snyder County, PA"	42109	2003	2003	.	.	.
"Snyder County, PA"	42109	2004	2004	.	.	.
"Snyder County, PA"	42109	2005	2005	.	.	.
"Snyder County, PA"	42109	2006	2006	.	.	.
"Snyder County, PA"	42109	2007	2007	.	.	.
"Snyder County, PA"	42109	2008	2008	.	.	.
"Snyder County, PA"	42109	2009	2009	.	.	.
"Snyder County, PA"	42109	2010	2010	.	.	.
"Snyder County, PA"	42109	2011	2011	.	.	.
"Snyder County, PA"	42109	2012	2012	.	.	.
"Somerset County, PA"	42111	1999	1999	.	.	.
"Somerset County, PA"	42111	2000	2000	.	.	.
"Somerset County, PA"	42111	2001	2001	.	.	.
"Somerset County, PA"	42111	2002	2002	.	.	.
"Somerset County, PA"	42111	2003	2003	.	.	.
"Somerset County, PA"	42111	2004	2004	.	.	.
"Somerset County, PA"	42111	2005	2005	.	.	.
"Somerset County, PA"	42111	2006	2006	.	.	.
"Somerset County, PA"	42111	2007	2007	.	.	.
"Somerset County, PA"	42111	2008	2008	.	.	.
"Somerset County, PA"	42111	2009	2009	.	.	.
"Somerset County, PA"	42111	2010	2010	.	.	.
"Somerset County, PA"	42111	2011	2011	.	.	.
"Somerset County, PA"	42111	2012	2012	.	.	.
"Sullivan County, PA"	42113	1999	1999	.	.	.
"Sullivan County, PA"	42113	2000	2000	.	.	.
"Sullivan County, PA"	42113	2001	2001	.	.	.
"Sullivan County, PA"	42113	2002	2002	.	.	.
"Sullivan County, PA"	42113	2003	2003	.	.	.
"Sullivan County, PA"	42113	2004	2004	.	.	.
"Sullivan County, PA"	42113	2005	2005	.	.	.
"Sullivan County, PA"	42113	2006	2006	.	.	.
"Sullivan County, PA"	42113	2007	2007	.	.	.
"Sullivan County, PA"	42113	2008	2008	.	.	.
"Sullivan County, PA"	42113	2009	2009	.	.	.
"Sullivan County, PA"	42113	2010	2010	.	.	.
"Sullivan County, PA"	42113	2011	2011	.	.	.
"Sullivan County, PA"	42113	2012	2012	.	.	.
"Susquehanna County, PA"	42115	1999	1999	.	.	.
"Susquehanna County, PA"	42115	2000	2000	.	.	.
"Susquehanna County, PA"	42115	2001	2001	.	.	.
"Susquehanna County, PA"	42115	2002	2002	.	.	.
"Susquehanna County, PA"	42115	2003	2003	.	.	.
"Susquehanna County, PA"	42115	2004	2004	.	.	.
"Susquehanna County, PA"	42115	2005	2005	.	.	.
"Susquehanna County, PA"	42115	2006	2006	.	.	.
"Susquehanna County, PA"	42115	2007	2007	.	.	.
"Susquehanna County, PA"	42115	2008	2008	.	.	.
"Susquehanna County, PA"	42115	2009	2009	.	.	.
"Susquehanna County, PA"	42115	2010	2010	.	.	.
"Susquehanna County, PA"	42115	2011	2011	.	.	.
"Susquehanna County, PA"	42115	2012	2012	.	.	.
"Tioga County, PA"	42117	1999	1999	.	.	.
"Tioga County, PA"	42117	2000	2000	.	.	.
"Tioga County, PA"	42117	2001	2001	.	.	.
"Tioga County, PA"	42117	2002	2002	.	.	.
"Tioga County, PA"	42117	2003	2003	.	.	.
"Tioga County, PA"	42117	2004	2004	.	.	.
"Tioga County, PA"	42117	2005	2005	.	.	.
"Tioga County, PA"	42117	2006	2006	.	.	.
"Tioga County, PA"	42117	2007	2007	.	.	.
"Tioga County, PA"	42117	2008	2008	.	.	.
"Tioga County, PA"	42117	2009	2009	.	.	.
"Tioga County, PA"	42117	2010	2010	.	.	.
"Tioga County, PA"	42117	2011	2011	.	.	.
"Tioga County, PA"	42117	2012	2012	.	.	.
"Union County, PA"	42119	1999	1999	.	.	.
"Union County, PA"	42119	2000	2000	.	.	.
"Union County, PA"	42119	2001	2001	.	.	.
"Union County, PA"	42119	2002	2002	.	.	.
"Union County, PA"	42119	2003	2003	.	.	.
"Union County, PA"	42119	2004	2004	.	.	.
"Union County, PA"	42119	2005	2005	.	.	.
"Union County, PA"	42119	2006	2006	.	.	.
"Union County, PA"	42119	2007	2007	.	.	.
"Union County, PA"	42119	2008	2008	.	.	.
"Union County, PA"	42119	2009	2009	.	.	.
"Union County, PA"	42119	2010	2010	.	.	.
"Union County, PA"	42119	2011	2011	.	.	.
"Union County, PA"	42119	2012	2012	.	.	.
"Venango County, PA"	42121	1999	1999	.	.	.
"Venango County, PA"	42121	2000	2000	.	.	.
"Venango County, PA"	42121	2001	2001	.	.	.
"Venango County, PA"	42121	2002	2002	.	.	.
"Venango County, PA"	42121	2003	2003	.	.	.
"Venango County, PA"	42121	2004	2004	.	.	.
"Venango County, PA"	42121	2005	2005	.	.	.
"Venango County, PA"	42121	2006	2006	.	.	.
"Venango County, PA"	42121	2007	2007	.	.	.
"Venango County, PA"	42121	2008	2008	.	.	.
"Venango County, PA"	42121	2009	2009	.	.	.
"Venango County, PA"	42121	2010	2010	.	.	.
"Venango County, PA"	42121	2011	2011	.	.	.
"Venango County, PA"	42121	2012	2012	.	.	.
"Warren County, PA"	42123	1999	1999	.	.	.
"Warren County, PA"	42123	2000	2000	.	.	.
"Warren County, PA"	42123	2001	2001	.	.	.
"Warren County, PA"	42123	2002	2002	.	.	.
"Warren County, PA"	42123	2003	2003	.	.	.
"Warren County, PA"	42123	2004	2004	.	.	.
"Warren County, PA"	42123	2005	2005	.	.	.
"Warren County, PA"	42123	2006	2006	.	.	.
"Warren County, PA"	42123	2007	2007	.	.	.
"Warren County, PA"	42123	2008	2008	.	.	.
"Warren County, PA"	42123	2009	2009	.	.	.
"Warren County, PA"	42123	2010	2010	.	.	.
"Warren County, PA"	42123	2011	2011	.	.	.
"Warren County, PA"	42123	2012	2012	.	.	.
"Washington County, PA"	42125	1999	1999	.	.	.
"Washington County, PA"	42125	2000	2000	22	2112	10.42
"Washington County, PA"	42125	2001	2001	14	2030	6.9
"Washington County, PA"	42125	2002	2002	11	2072	5.31
"Washington County, PA"	42125	2003	2003	12	2152	5.58
"Washington County, PA"	42125	2004	2004	11	2031	5.42
"Washington County, PA"	42125	2005	2005	12	1971	6.09
"Washington County, PA"	42125	2006	2006	13	2109	6.16
"Washington County, PA"	42125	2007	2007	15	2115	7.09
"Washington County, PA"	42125	2008	2008	13	2049	6.34
"Washington County, PA"	42125	2009	2009	16	2083	7.68
"Washington County, PA"	42125	2010	2010	14	1943	7.21
"Washington County, PA"	42125	2011	2011	10	1999	5
"Washington County, PA"	42125	2012	2012	.	.	.
"Wayne County, PA"	42127	1999	1999	.	.	.
"Wayne County, PA"	42127	2000	2000	.	.	.
"Wayne County, PA"	42127	2001	2001	.	.	.
"Wayne County, PA"	42127	2002	2002	.	.	.
"Wayne County, PA"	42127	2003	2003	.	.	.
"Wayne County, PA"	42127	2004	2004	.	.	.
"Wayne County, PA"	42127	2005	2005	.	.	.
"Wayne County, PA"	42127	2006	2006	.	.	.
"Wayne County, PA"	42127	2007	2007	.	.	.
"Wayne County, PA"	42127	2008	2008	.	.	.
"Wayne County, PA"	42127	2009	2009	.	.	.
"Wayne County, PA"	42127	2010	2010	.	.	.
"Wayne County, PA"	42127	2011	2011	.	.	.
"Wayne County, PA"	42127	2012	2012	.	.	.
"Westmoreland County, PA"	42129	1999	1999	19	3585	5.3
"Westmoreland County, PA"	42129	2000	2000	25	3591	6.96
"Westmoreland County, PA"	42129	2001	2001	14	3354	4.17
"Westmoreland County, PA"	42129	2002	2002	22	3490	6.3
"Westmoreland County, PA"	42129	2003	2003	26	3455	7.53
"Westmoreland County, PA"	42129	2004	2004	22	3387	6.5
"Westmoreland County, PA"	42129	2005	2005	14	3359	4.17
"Westmoreland County, PA"	42129	2006	2006	18	3312	5.43
"Westmoreland County, PA"	42129	2007	2007	23	3402	6.76
"Westmoreland County, PA"	42129	2008	2008	21	3370	6.23
"Westmoreland County, PA"	42129	2009	2009	26	3317	7.84
"Westmoreland County, PA"	42129	2010	2010	23	3196	7.2
"Westmoreland County, PA"	42129	2011	2011	18	3192	5.64
"Westmoreland County, PA"	42129	2012	2012	14	3138	4.46
"Wyoming County, PA"	42131	1999	1999	.	.	.
"Wyoming County, PA"	42131	2000	2000	.	.	.
"Wyoming County, PA"	42131	2001	2001	.	.	.
"Wyoming County, PA"	42131	2002	2002	.	.	.
"Wyoming County, PA"	42131	2003	2003	.	.	.
"Wyoming County, PA"	42131	2004	2004	.	.	.
"Wyoming County, PA"	42131	2005	2005	.	.	.
"Wyoming County, PA"	42131	2006	2006	.	.	.
"Wyoming County, PA"	42131	2007	2007	.	.	.
"Wyoming County, PA"	42131	2008	2008	.	.	.
"Wyoming County, PA"	42131	2009	2009	.	.	.
"Wyoming County, PA"	42131	2010	2010	.	.	.
"Wyoming County, PA"	42131	2011	2011	.	.	.
"Wyoming County, PA"	42131	2012	2012	.	.	.
"York County, PA"	42133	1999	1999	15	4489	3.34
"York County, PA"	42133	2000	2000	26	4526	5.74
"York County, PA"	42133	2001	2001	20	4629	4.32
"York County, PA"	42133	2002	2002	21	4578	4.59
"York County, PA"	42133	2003	2003	30	4826	6.22
"York County, PA"	42133	2004	2004	30	4941	6.07
"York County, PA"	42133	2005	2005	47	4993	9.41
"York County, PA"	42133	2006	2006	39	5165	7.55
"York County, PA"	42133	2007	2007	33	5296	6.23
"York County, PA"	42133	2008	2008	35	5253	6.66
"York County, PA"	42133	2009	2009	23	5140	4.47
"York County, PA"	42133	2010	2010	33	5064	6.52
"York County, PA"	42133	2011	2011	30	4899	6.12
"York County, PA"	42133	2012	2012	22	4917	4.47
"Bristol County, RI"	44001	1999	1999	.	.	.
"Bristol County, RI"	44001	2000	2000	.	.	.
"Bristol County, RI"	44001	2001	2001	.	.	.
"Bristol County, RI"	44001	2002	2002	.	.	.
"Bristol County, RI"	44001	2003	2003	.	.	.
"Bristol County, RI"	44001	2004	2004	.	.	.
"Bristol County, RI"	44001	2005	2005	.	.	.
"Bristol County, RI"	44001	2006	2006	.	.	.
"Bristol County, RI"	44001	2007	2007	.	.	.
"Bristol County, RI"	44001	2008	2008	.	.	.
"Bristol County, RI"	44001	2009	2009	.	.	.
"Bristol County, RI"	44001	2010	2010	.	.	.
"Bristol County, RI"	44001	2011	2011	.	.	.
"Bristol County, RI"	44001	2012	2012	.	.	.
"Kent County, RI"	44003	1999	1999	.	.	.
"Kent County, RI"	44003	2000	2000	11	1929	5.7
"Kent County, RI"	44003	2001	2001	.	.	.
"Kent County, RI"	44003	2002	2002	12	1859	6.46
"Kent County, RI"	44003	2003	2003	.	.	.
"Kent County, RI"	44003	2004	2004	11	1737	6.33
"Kent County, RI"	44003	2005	2005	11	1829	6.01
"Kent County, RI"	44003	2006	2006	10	1697	5.89
"Kent County, RI"	44003	2007	2007	.	.	.
"Kent County, RI"	44003	2008	2008	11	1681	6.54
"Kent County, RI"	44003	2009	2009	.	.	.
"Kent County, RI"	44003	2010	2010	14	1616	8.66
"Kent County, RI"	44003	2011	2011	10	1567	6.38
"Kent County, RI"	44003	2012	2012	11	1577	6.98
"Newport County, RI"	44005	1999	1999	.	.	.
"Newport County, RI"	44005	2000	2000	.	.	.
"Newport County, RI"	44005	2001	2001	.	.	.
"Newport County, RI"	44005	2002	2002	.	.	.
"Newport County, RI"	44005	2003	2003	.	.	.
"Newport County, RI"	44005	2004	2004	.	.	.
"Newport County, RI"	44005	2005	2005	.	.	.
"Newport County, RI"	44005	2006	2006	.	.	.
"Newport County, RI"	44005	2007	2007	.	.	.
"Newport County, RI"	44005	2008	2008	.	.	.
"Newport County, RI"	44005	2009	2009	.	.	.
"Newport County, RI"	44005	2010	2010	.	.	.
"Newport County, RI"	44005	2011	2011	.	.	.
"Newport County, RI"	44005	2012	2012	.	.	.
"Providence County, RI"	44007	1999	1999	59	7772	7.59
"Providence County, RI"	44007	2000	2000	57	7879	7.23
"Providence County, RI"	44007	2001	2001	65	8088	8.04
"Providence County, RI"	44007	2002	2002	67	8314	8.06
"Providence County, RI"	44007	2003	2003	56	8556	6.55
"Providence County, RI"	44007	2004	2004	48	8464	5.67
"Providence County, RI"	44007	2005	2005	59	8278	7.13
"Providence County, RI"	44007	2006	2006	60	8242	7.28
"Providence County, RI"	44007	2007	2007	67	8328	8.05
"Providence County, RI"	44007	2008	2008	52	8091	6.43
"Providence County, RI"	44007	2009	2009	53	7750	6.84
"Providence County, RI"	44007	2010	2010	57	7460	7.64
"Providence County, RI"	44007	2011	2011	50	7435	6.72
"Providence County, RI"	44007	2012	2012	52	7351	7.07
"Washington County, RI"	44009	1999	1999	.	.	.
"Washington County, RI"	44009	2000	2000	.	.	.
"Washington County, RI"	44009	2001	2001	.	.	.
"Washington County, RI"	44009	2002	2002	.	.	.
"Washington County, RI"	44009	2003	2003	13	1358	9.57
"Washington County, RI"	44009	2004	2004	.	.	.
"Washington County, RI"	44009	2005	2005	.	.	.
"Washington County, RI"	44009	2006	2006	.	.	.
"Washington County, RI"	44009	2007	2007	13	1124	11.57
"Washington County, RI"	44009	2008	2008	.	.	.
"Washington County, RI"	44009	2009	2009	.	.	.
"Washington County, RI"	44009	2010	2010	.	.	.
"Washington County, RI"	44009	2011	2011	.	.	.
"Washington County, RI"	44009	2012	2012	.	.	.
"Abbeville County, SC"	45001	1999	1999	.	.	.
"Abbeville County, SC"	45001	2000	2000	.	.	.
"Abbeville County, SC"	45001	2001	2001	.	.	.
"Abbeville County, SC"	45001	2002	2002	.	.	.
"Abbeville County, SC"	45001	2003	2003	.	.	.
"Abbeville County, SC"	45001	2004	2004	.	.	.
"Abbeville County, SC"	45001	2005	2005	.	.	.
"Abbeville County, SC"	45001	2006	2006	.	.	.
"Abbeville County, SC"	45001	2007	2007	.	.	.
"Abbeville County, SC"	45001	2008	2008	.	.	.
"Abbeville County, SC"	45001	2009	2009	.	.	.
"Abbeville County, SC"	45001	2010	2010	.	.	.
"Abbeville County, SC"	45001	2011	2011	.	.	.
"Abbeville County, SC"	45001	2012	2012	.	.	.
"Aiken County, SC"	45003	1999	1999	14	1828	7.66
"Aiken County, SC"	45003	2000	2000	17	1943	8.75
"Aiken County, SC"	45003	2001	2001	23	1890	12.17
"Aiken County, SC"	45003	2002	2002	16	1827	8.76
"Aiken County, SC"	45003	2003	2003	18	1803	9.98
"Aiken County, SC"	45003	2004	2004	22	1893	11.62
"Aiken County, SC"	45003	2005	2005	30	1888	15.89
"Aiken County, SC"	45003	2006	2006	13	2081	6.25
"Aiken County, SC"	45003	2007	2007	22	2001	10.99
"Aiken County, SC"	45003	2008	2008	12	1981	6.06
"Aiken County, SC"	45003	2009	2009	11	1032	10.66
"Aiken County, SC"	45003	2010	2010	11	1982	5.55
"Aiken County, SC"	45003	2011	2011	.	.	.
"Aiken County, SC"	45003	2012	2012	15	1772	8.47
"Allendale County, SC"	45005	1999	1999	.	.	.
"Allendale County, SC"	45005	2000	2000	.	.	.
